,location,total_sqft,bath,bhk
6439,Sompura,825.0,2.0,2
6440,Sompura,1025.0,2.0,3
6441,Sompura,1020.0,2.0,2
6442,Sompura,1126.0,2.0,2
6443,Sompura,825.0,2.0,2
6444,Sompura,1360.0,2.0,3
6445,Sompura,1350.0,2.0,3
6446,Sompura,2150.0,3.0,4
6448,Sonnenahalli,896.0,2.0,2
6449,Sonnenahalli,1120.0,2.0,2
6450,Sonnenahalli,1100.0,2.0,2
6451,Sonnenahalli,1011.0,2.0,2
6452,Sonnenahalli,614.5,1.0,1
6453,Sonnenahalli,1484.0,3.0,3
6454,Sonnenahalli,1610.0,3.0,3
6455,Sonnenahalli,1415.0,2.0,3
6456,Sonnenahalli,1268.0,2.0,2
6457,Sonnenahalli,1268.0,2.0,2
6458,Sonnenahalli,605.0,1.0,1
6459,Sonnenahalli,1484.0,3.0,3
6460,Subramanyapura,929.0,2.0,2
6461,Subramanyapura,1200.0,2.0,2
6462,Subramanyapura,975.0,2.0,2
6463,Subramanyapura,1277.0,2.0,2
6464,Subramanyapura,985.0,2.0,2
6465,Subramanyapura,1245.0,2.0,3
6466,Subramanyapura,1313.0,2.0,2
6467,Subramanyapura,1313.0,2.0,2
6468,Subramanyapura,1255.0,2.0,3
6469,Subramanyapura,1330.0,3.0,3
6470,Subramanyapura,929.0,2.0,2
6471,Subramanyapura,950.0,2.0,2
6472,Subramanyapura,929.0,2.0,2
6474,Subramanyapura,1260.0,2.0,3
6476,Subramanyapura,960.0,2.0,2
6477,Subramanyapura,1260.0,2.0,3
6479,Subramanyapura,1278.0,3.0,3
6480,Subramanyapura,929.0,2.0,2
6481,Subramanyapura,1260.0,2.0,3
6482,Subramanyapura,1000.0,2.0,2
6484,Subramanyapura,929.0,1.0,2
6485,Subramanyapura,1880.0,3.0,3
6487,Sultan Palaya,1700.0,3.0,3
6488,Sultan Palaya,1100.0,2.0,2
6489,Sultan Palaya,900.0,2.0,2
6490,Sultan Palaya,870.0,2.0,2
6491,Sultan Palaya,1765.0,3.0,3
6492,Sultan Palaya,1713.0,3.0,3
6493,Sultan Palaya,1009.0,2.0,2
6494,Sultan Palaya,5000.0,5.0,4
6495,Sultan Palaya,1070.0,2.0,2
6496,TC Palaya,1475.0,3.0,3
6497,TC Palaya,1200.0,2.0,2
6502,TC Palaya,1240.0,2.0,2
6503,TC Palaya,1500.0,2.0,3
6504,TC Palaya,1200.0,2.0,2
6505,TC Palaya,1200.0,2.0,2
6506,TC Palaya,900.0,2.0,2
6509,TC Palaya,4800.0,3.0,4
6510,TC Palaya,1000.0,2.0,2
6512,TC Palaya,900.0,2.0,2
6513,TC Palaya,1200.0,2.0,2
6516,TC Palaya,900.0,2.0,2
6518,TC Palaya,900.0,2.0,2
6521,TC Palaya,1200.0,2.0,2
6522,TC Palaya,1500.0,2.0,2
6524,TC Palaya,1000.0,2.0,2
6525,TC Palaya,1100.0,2.0,2
6529,TC Palaya,1800.0,2.0,2
6531,TC Palaya,1200.0,2.0,2
6532,TC Palaya,1350.0,1.0,1
6533,TC Palaya,900.0,2.0,2
6534,TC Palaya,900.0,2.0,2
6535,TC Palaya,1082.0,2.0,2
6539,TC Palaya,1152.0,2.0,2
6543,Talaghattapura,1868.0,3.0,3
6544,Talaghattapura,2038.5,3.0,3
6545,Talaghattapura,2106.0,3.0,3
6546,Talaghattapura,1868.0,3.0,3
6547,Talaghattapura,2106.0,3.0,3
6548,Talaghattapura,1868.0,3.0,3
6549,Talaghattapura,1856.0,3.0,3
6550,Talaghattapura,1868.0,3.0,3
6551,Talaghattapura,1804.0,3.0,3
6552,Talaghattapura,1856.0,3.0,3
6553,Talaghattapura,2254.0,3.0,3
6554,Talaghattapura,2106.0,3.0,3
6555,Talaghattapura,1856.0,3.0,3
6556,Talaghattapura,2273.0,3.0,3
6557,Talaghattapura,2099.0,3.0,3
6558,Talaghattapura,1100.0,2.0,2
6559,Talaghattapura,1100.0,2.0,2
6560,Talaghattapura,1575.0,3.0,3
6561,Talaghattapura,2273.0,3.0,3
6562,Talaghattapura,1175.0,2.0,2
6563,Talaghattapura,1804.0,3.0,3
6564,Talaghattapura,1062.0,2.0,2
6565,Talaghattapura,2038.5,3.0,3
6566,Talaghattapura,1800.0,3.0,3
6567,Talaghattapura,2265.0,3.0,3
6568,Talaghattapura,2099.0,3.0,3
6569,Thanisandra,510.0,1.0,1
6570,Thanisandra,1296.0,2.0,2
6572,Thanisandra,2144.0,3.0,3
6574,Thanisandra,445.0,1.0,1
6575,Thanisandra,1296.0,2.0,2
6577,Thanisandra,2144.0,3.0,3
6579,Thanisandra,1093.0,2.0,2
6580,Thanisandra,1265.0,2.0,3
6581,Thanisandra,1651.0,3.0,3
6582,Thanisandra,1265.0,2.0,2
6583,Thanisandra,510.0,1.0,1
6584,Thanisandra,1564.0,3.0,3
6586,Thanisandra,1847.0,3.0,3
6588,Thanisandra,1697.0,3.0,3
6590,Thanisandra,3500.0,5.0,6
6591,Thanisandra,1573.0,3.0,3
6592,Thanisandra,1917.0,3.0,3
6593,Thanisandra,693.0,1.0,1
6594,Thanisandra,1098.0,2.0,2
6595,Thanisandra,760.0,1.0,1
6598,Thanisandra,2002.0,3.0,3
6603,Thanisandra,1697.0,3.0,3
6604,Thanisandra,1380.0,1.0,1
6605,Thanisandra,923.0,1.0,1
6607,Thanisandra,923.0,1.0,1
6609,Thanisandra,1296.0,2.0,2
6611,Thanisandra,1698.0,3.0,3
6612,Thanisandra,1411.0,3.0,3
6613,Thanisandra,1996.0,3.0,3
6614,Thanisandra,1801.0,3.0,3
6615,Thanisandra,1265.0,2.0,2
6617,Thanisandra,1917.0,4.0,3
6618,Thanisandra,662.0,1.0,1
6620,Thanisandra,1948.0,3.0,3
6622,Thanisandra,1098.0,2.0,2
6624,Thanisandra,1564.0,3.0,3
6630,Thanisandra,2127.0,3.0,3
6632,Thanisandra,1276.0,2.0,2
6633,Thanisandra,693.0,1.0,1
6634,Thanisandra,2259.0,5.0,4
6635,Thanisandra,1265.0,2.0,2
6637,Thanisandra,934.0,2.0,2
6638,Thanisandra,1056.0,2.0,2
6639,Thanisandra,1595.0,3.0,3
6640,Thanisandra,1411.0,3.0,3
6641,Thanisandra,1093.0,2.0,2
6643,Thanisandra,1093.0,2.0,2
6645,Thanisandra,1698.0,3.0,3
6646,Thanisandra,1564.0,3.0,3
6647,Thanisandra,1265.0,2.0,2
6648,Thanisandra,784.0,1.0,1
6649,Thanisandra,965.0,2.0,2
6650,Thanisandra,1546.0,3.0,3
6651,Thanisandra,777.0,1.0,1
6652,Thanisandra,1697.0,3.0,3
6653,Thanisandra,1492.0,3.0,3
6654,Thanisandra,2072.0,3.0,3
6655,Thanisandra,1880.0,3.0,3
6656,Thanisandra,760.0,1.0,1
6658,Thanisandra,933.0,2.0,1
6659,Thanisandra,1917.0,3.0,3
6660,Thanisandra,1996.0,4.0,3
6661,Thanisandra,1183.0,2.0,2
6662,Thanisandra,1491.0,3.0,3
6664,Thanisandra,662.0,1.0,1
6666,Thanisandra,1564.0,3.0,3
6667,Thanisandra,662.0,1.0,1
6668,Thanisandra,1573.0,3.0,3
6669,Thanisandra,1262.0,2.0,3
6670,Thanisandra,1056.0,2.0,2
6672,Thanisandra,1702.0,3.0,3
6673,Thanisandra,1343.0,2.0,2
6674,Thanisandra,1935.0,4.0,3
6675,Thanisandra,933.0,2.0,2
6676,Thanisandra,1183.0,2.0,2
6677,Thanisandra,662.0,1.0,1
6678,Thanisandra,1265.0,2.0,2
6679,Thanisandra,1595.0,3.0,3
6681,Thanisandra,580.0,1.0,1
6682,Thanisandra,2087.0,4.0,3
6684,Thanisandra,1098.0,2.0,2
6685,Thanisandra,1411.0,3.0,3
6688,Thanisandra,1732.0,3.0,3
6689,Thanisandra,933.0,1.0,1
6690,Thanisandra,1702.0,3.0,3
6691,Thanisandra,747.0,1.0,1
6692,Thanisandra,2030.0,4.0,3
6694,Thanisandra,1948.0,4.0,4
6695,Thanisandra,1573.0,3.0,3
6696,Thanisandra,1056.0,2.0,2
6697,Thanisandra,1595.0,3.0,3
6700,Thanisandra,1245.0,2.0,2
6701,Thanisandra,1261.0,2.0,3
6702,Thanisandra,1884.0,4.0,3
6703,Thanisandra,965.0,2.0,2
6704,Thanisandra,1930.0,4.0,3
6705,Thanisandra,777.0,1.0,1
6707,Thanisandra,1930.0,4.0,3
6708,Thanisandra,760.0,1.0,1
6709,Thanisandra,663.0,1.0,1
6710,Thanisandra,1801.0,3.0,3
6712,Thanisandra,3671.0,4.0,4
6714,Thanisandra,1305.0,2.0,2
6715,Thanisandra,1965.0,4.0,3
6716,Thanisandra,1573.0,3.0,3
6719,Thanisandra,1917.0,4.0,4
6723,Thigalarapalya,1297.0,2.0,2
6724,Thigalarapalya,1418.0,2.0,2
6728,Thigalarapalya,1418.0,2.0,2
6729,Thigalarapalya,1418.0,2.0,2
6730,Thigalarapalya,1418.0,2.0,2
6732,Thigalarapalya,3122.0,5.0,4
6734,Thigalarapalya,1418.0,2.0,2
6735,Thigalarapalya,2072.0,4.0,3
6737,Thigalarapalya,1418.0,2.0,2
6739,Thigalarapalya,1418.0,2.0,2
6741,Thigalarapalya,1418.0,2.0,2
6742,Thigalarapalya,1418.0,2.0,2
6745,Thigalarapalya,1418.0,2.0,2
6746,Thigalarapalya,2072.0,4.0,3
6747,Thigalarapalya,1830.0,4.0,3
6748,Thigalarapalya,1418.0,2.0,2
6749,Thigalarapalya,2072.0,4.0,3
6753,Thigalarapalya,2072.0,4.0,3
6754,Thigalarapalya,2072.0,4.0,3
6756,Thigalarapalya,2072.0,4.0,3
6758,Thigalarapalya,2072.0,4.0,3
6759,Thigalarapalya,1418.0,2.0,2
6760,Thigalarapalya,3362.0,5.0,4
6764,Thigalarapalya,4190.0,4.0,4
6768,Thigalarapalya,1400.0,2.0,2
6770,Thigalarapalya,1297.0,2.0,2
6772,Thubarahalli,3800.0,4.0,4
6773,Thubarahalli,1200.0,2.0,2
6774,Thubarahalli,1128.0,2.0,2
6775,Thubarahalli,1185.0,2.0,2
6776,Thubarahalli,975.0,2.0,2
6777,Thubarahalli,1330.0,2.0,2
6778,Thubarahalli,1085.0,2.0,2
6779,Thubarahalli,1216.0,2.0,2
6780,Thubarahalli,1200.0,2.0,2
6781,Thubarahalli,1200.0,2.0,2
6782,Thubarahalli,1200.0,2.0,2
6784,Thubarahalli,2625.0,3.0,3
6785,Thubarahalli,975.0,2.0,2
6787,Thubarahalli,1584.0,3.0,3
6788,Tindlu,1500.0,2.0,3
6789,Tindlu,7500.0,7.0,7
6790,Tindlu,1357.0,2.0,3
6791,Tindlu,1500.0,3.0,3
6792,Tindlu,1370.07,3.0,3
6793,Tindlu,1165.0,2.0,2
6794,Tindlu,1050.0,2.0,2
6795,Tindlu,1100.0,2.0,2
6796,Tumkur Road,1500.0,3.0,3
6797,Tumkur Road,1779.0,3.0,3
6798,Tumkur Road,1586.0,3.0,3
6799,Tumkur Road,1098.0,2.0,2
6800,Tumkur Road,1354.0,3.0,3
6801,Tumkur Road,1240.0,2.0,3
6802,Tumkur Road,1239.0,2.0,2
6803,Tumkur Road,1246.0,2.0,2
6804,Tumkur Road,1500.0,3.0,3
6806,Tumkur Road,1416.0,3.0,3
6807,Tumkur Road,1027.0,2.0,2
6808,Tumkur Road,1027.0,2.0,2
6809,Tumkur Road,1459.0,2.0,3
6810,Tumkur Road,992.0,2.0,2
6811,Tumkur Road,1066.0,2.0,2
6812,Tumkur Road,1240.0,2.0,3
6813,Tumkur Road,1441.0,2.0,3
6814,Tumkur Road,1240.0,2.0,3
6815,Tumkur Road,1027.0,2.0,2
6817,Tumkur Road,1354.0,3.0,3
6818,Ulsoor,2135.0,3.0,3
6819,Ulsoor,1275.0,2.0,2
6820,Ulsoor,1020.0,3.0,3
6821,Ulsoor,1200.0,2.0,2
6822,Ulsoor,1180.0,2.0,2
6823,Ulsoor,1340.0,3.0,3
6824,Ulsoor,1500.0,2.0,3
6825,Ulsoor,2000.0,3.0,3
6826,Ulsoor,1255.0,2.0,2
6827,Ulsoor,1685.0,4.0,3
6829,Ulsoor,2135.0,3.0,3
6830,Ulsoor,1160.0,2.0,2
6831,Uttarahalli,1440.0,2.0,3
6832,Uttarahalli,1143.0,2.0,2
6833,Uttarahalli,1020.0,2.0,2
6834,Uttarahalli,1286.0,2.0,2
6835,Uttarahalli,1101.0,2.0,2
6836,Uttarahalli,1345.0,2.0,2
6839,Uttarahalli,1175.0,2.0,2
6840,Uttarahalli,1390.0,2.0,3
6841,Uttarahalli,1330.0,2.0,3
6842,Uttarahalli,1008.0,2.0,2
6843,Uttarahalli,1390.0,2.0,3
6844,Uttarahalli,1617.0,3.0,3
6845,Uttarahalli,1150.0,2.0,2
6846,Uttarahalli,1330.0,2.0,3
6847,Uttarahalli,1200.0,2.0,2
6850,Uttarahalli,882.0,2.0,2
6851,Uttarahalli,993.0,2.0,2
6852,Uttarahalli,1045.0,2.0,2
6853,Uttarahalli,850.0,2.0,2
6855,Uttarahalli,3600.0,6.0,6
6856,Uttarahalli,1788.0,3.0,3
6857,Uttarahalli,1345.0,2.0,3
6858,Uttarahalli,1089.0,2.0,2
6860,Uttarahalli,1279.0,2.0,2
6862,Uttarahalli,1425.0,2.0,3
6863,Uttarahalli,1155.0,2.0,2
6864,Uttarahalli,1050.0,2.0,2
6865,Uttarahalli,1300.0,2.0,3
6866,Uttarahalli,1250.0,2.0,3
6867,Uttarahalli,1700.0,3.0,3
6868,Uttarahalli,1200.0,3.0,3
6869,Uttarahalli,1085.0,2.0,2
6871,Uttarahalli,1175.0,2.0,2
6872,Uttarahalli,1689.28,3.0,3
6873,Uttarahalli,1175.0,2.0,2
6874,Uttarahalli,1137.0,2.0,2
6875,Uttarahalli,1215.0,2.0,3
6877,Uttarahalli,1325.0,2.0,2
6878,Uttarahalli,1300.0,2.0,3
6879,Uttarahalli,850.0,2.0,2
6880,Uttarahalli,1627.86,3.0,3
6882,Uttarahalli,1360.0,2.0,3
6883,Uttarahalli,661.0,1.0,1
6884,Uttarahalli,1134.0,2.0,2
6886,Uttarahalli,1320.0,2.0,3
6887,Uttarahalli,1390.0,2.0,3
6888,Uttarahalli,1090.0,2.0,2
6889,Uttarahalli,1050.0,2.0,2
6890,Uttarahalli,1123.0,2.0,2
6891,Uttarahalli,1329.0,2.0,3
6892,Uttarahalli,938.0,2.0,2
6895,Uttarahalli,1100.0,1.0,2
6896,Uttarahalli,1125.0,2.0,2
6898,Uttarahalli,1685.0,3.0,3
6899,Uttarahalli,1390.0,2.0,3
6901,Uttarahalli,1180.0,2.0,2
6902,Uttarahalli,1380.0,2.0,2
6903,Uttarahalli,1737.0,2.0,3
6905,Uttarahalli,1160.0,2.0,2
6906,Uttarahalli,1280.0,2.0,3
6908,Uttarahalli,1190.0,2.0,2
6909,Uttarahalli,1330.0,2.0,3
6910,Uttarahalli,1560.0,3.0,3
6912,Uttarahalli,1125.0,2.0,2
6913,Uttarahalli,1320.0,2.0,3
6915,Uttarahalli,1160.0,2.0,2
6917,Uttarahalli,1065.0,2.0,2
6918,Uttarahalli,1075.0,2.0,2
6919,Uttarahalli,1155.0,2.0,2
6922,Uttarahalli,1215.0,2.0,3
6924,Uttarahalli,1180.0,2.0,2
6927,Uttarahalli,1002.0,2.0,2
6928,Uttarahalli,1002.0,2.0,2
6929,Uttarahalli,1075.0,2.0,2
6931,Uttarahalli,1155.0,2.0,2
6933,Uttarahalli,1025.0,2.0,2
6934,Uttarahalli,1125.0,2.0,2
6935,Uttarahalli,1300.0,2.0,2
6936,Uttarahalli,1025.0,2.0,2
6937,Uttarahalli,980.0,2.0,2
6938,Uttarahalli,1125.0,2.0,2
6943,Uttarahalli,1175.0,2.0,2
6946,Uttarahalli,1525.0,2.0,3
6947,Uttarahalli,1265.0,2.0,3
6950,Uttarahalli,1213.0,2.0,2
6952,Uttarahalli,900.0,2.0,2
6953,Uttarahalli,1065.0,2.0,2
6956,Uttarahalli,1125.0,2.0,2
6957,Uttarahalli,1270.0,2.0,3
6958,Uttarahalli,1270.0,2.0,3
6959,Uttarahalli,1107.0,2.0,2
6960,Uttarahalli,1200.0,2.0,2
6962,Uttarahalli,1460.0,3.0,3
6963,Uttarahalli,1500.0,3.0,3
6964,Uttarahalli,1120.0,2.0,2
6965,Uttarahalli,1150.0,2.0,2
6966,Uttarahalli,1330.0,2.0,3
6968,Uttarahalli,1050.0,2.0,2
6969,Uttarahalli,1125.0,2.0,2
6971,Uttarahalli,1345.0,2.0,3
6972,Uttarahalli,1345.0,2.0,3
6974,Uttarahalli,1000.0,2.0,2
6975,Uttarahalli,1037.0,2.0,2
6977,Uttarahalli,1000.0,2.0,2
6978,Uttarahalli,1125.0,1.0,2
6980,Uttarahalli,1160.0,2.0,2
6981,Uttarahalli,1123.0,2.0,2
6983,Uttarahalli,1000.0,2.0,2
6984,Uttarahalli,1330.0,2.0,3
6985,Uttarahalli,1125.0,2.0,2
6986,Uttarahalli,1165.0,1.0,2
6987,Uttarahalli,1260.0,2.0,2
6988,Uttarahalli,1284.0,2.0,2
6989,Uttarahalli,1150.0,2.0,2
6991,Uttarahalli,1290.0,2.0,3
6992,Uttarahalli,1328.0,2.0,3
6993,Uttarahalli,1040.0,2.0,2
6994,Uttarahalli,1290.0,2.0,3
6996,Uttarahalli,1075.0,2.0,2
6997,Uttarahalli,1345.0,2.0,3
6998,Varthur,1160.0,2.0,2
6999,Varthur,1385.0,2.0,2
7001,Varthur,1024.0,2.0,2
7002,Varthur,1125.0,2.0,2
7003,Varthur,1112.0,2.0,2
7004,Varthur,1055.0,2.0,2
7005,Varthur,1280.0,2.0,2
7006,Varthur,977.0,2.0,2
7007,Varthur,1250.0,3.0,3
7008,Varthur,1200.0,3.0,3
7009,Varthur,1111.0,2.0,2
7010,Varthur,1140.0,2.0,2
7011,Varthur,1012.0,2.0,2
7012,Varthur,1140.0,2.0,2
7013,Varthur,1090.0,2.0,2
7014,Varthur,1450.0,3.0,3
7015,Varthur,1210.0,2.0,2
7016,Varthur,1070.0,2.0,2
7017,Varthur,1360.0,2.0,3
7018,Varthur,965.0,2.0,2
7019,Varthur,1120.0,2.0,2
7020,Varthur,1395.0,2.0,3
7021,Varthur,1085.0,2.0,2
7022,Varthur,1250.0,2.0,2
7023,Varthur,1200.0,3.0,3
7025,Varthur,1155.0,2.0,2
7026,Varthur,1035.0,2.0,2
7027,Varthur,1155.0,2.0,2
7028,Varthur,1180.0,2.0,2
7030,Varthur,1738.0,2.0,2
7031,Varthur,1045.0,2.0,2
7032,Varthur,1155.0,2.0,2
7034,Varthur,1210.0,2.0,2
7036,Varthur,1105.0,2.0,2
7037,Varthur,1560.0,3.0,3
7038,Varthur,1760.0,2.0,2
7039,Varthur,1210.0,2.0,2
7040,Varthur,1112.0,2.0,2
7042,Varthur,1000.0,1.0,2
7044,Varthur Road,900.0,2.0,2
7045,Varthur Road,1277.0,2.0,2
7046,Varthur Road,1247.0,2.0,3
7047,Varthur Road,1050.0,2.0,2
7048,Varthur Road,1255.0,2.0,2
7050,Varthur Road,1033.0,2.0,2
7051,Varthur Road,1140.0,2.0,2
7052,Varthur Road,850.0,2.0,2
7053,Vasanthapura,1022.0,2.0,2
7054,Vasanthapura,1135.0,2.0,2
7055,Vasanthapura,995.0,2.0,2
7056,Vasanthapura,995.0,2.0,2
7057,Vasanthapura,1037.0,2.0,2
7058,Vasanthapura,978.0,2.0,2
7059,Vasanthapura,1037.0,2.0,2
7060,Vidyaranyapura,1440.0,2.0,2
7061,Vidyaranyapura,1062.0,2.0,2
7062,Vidyaranyapura,1200.0,2.0,2
7063,Vidyaranyapura,1200.0,4.0,4
7065,Vidyaranyapura,1060.0,2.0,2
7066,Vidyaranyapura,1100.0,2.0,2
7067,Vidyaranyapura,1440.0,2.0,3
7068,Vidyaranyapura,1100.0,2.0,2
7069,Vidyaranyapura,1000.0,2.0,2
7071,Vidyaranyapura,1120.0,2.0,2
7072,Vidyaranyapura,945.0,2.0,2
7073,Vidyaranyapura,1100.0,2.0,2
7074,Vidyaranyapura,1200.0,2.0,3
7075,Vidyaranyapura,1200.0,2.0,2
7076,Vidyaranyapura,1050.0,2.0,2
7077,Vidyaranyapura,1188.0,2.0,2
7078,Vidyaranyapura,1100.0,2.0,3
7079,Vidyaranyapura,1100.0,2.0,3
7080,Vidyaranyapura,2400.0,5.0,4
7081,Vidyaranyapura,1100.0,2.0,2
7082,Vidyaranyapura,1200.0,2.0,2
7083,Vidyaranyapura,1200.0,2.0,2
7084,Vijayanagar,1704.0,3.0,3
7085,Vijayanagar,1933.0,3.0,3
7087,Vijayanagar,1450.0,3.0,3
7088,Vijayanagar,1580.0,2.0,3
7089,Vijayanagar,1826.0,3.0,3
7090,Vijayanagar,1739.0,3.0,3
7091,Vijayanagar,1490.0,3.0,3
7092,Vijayanagar,1180.0,2.0,2
7093,Vijayanagar,606.0,1.0,1
7094,Vijayanagar,1352.0,2.0,2
7095,Vijayanagar,1527.0,3.0,3
7096,Vijayanagar,989.0,2.0,2
7097,Vijayanagar,1520.0,2.0,3
7098,Vijayanagar,1749.0,3.0,3
7099,Vijayanagar,1046.0,2.0,2
7100,Vijayanagar,606.0,1.0,1
7101,Vijayanagar,1200.0,2.0,2
7104,Vijayanagar,1760.0,3.0,3
7105,Vijayanagar,2047.0,3.0,3
7106,Vijayanagar,1200.0,2.0,3
7107,Vijayanagar,1178.0,2.0,2
7108,Vijayanagar,864.0,2.0,2
7110,Vijayanagar,920.0,2.0,2
7111,Vijayanagar,1019.0,2.0,2
7112,Vijayanagar,2400.0,6.0,5
7113,Vijayanagar,1180.0,2.0,2
7114,Vijayanagar,1046.0,2.0,2
7115,Vijayanagar,2400.0,2.0,1
7116,Vijayanagar,492.0,1.0,1
7118,Vishveshwarya Layout,750.0,1.0,1
7119,Vishveshwarya Layout,2000.0,4.0,4
7120,Vishveshwarya Layout,2100.0,6.0,6
7121,Vishveshwarya Layout,2000.0,3.0,4
7122,Vishwapriya Layout,820.0,2.0,2
7123,Vishwapriya Layout,770.0,2.0,2
7124,Vishwapriya Layout,910.0,2.0,2
7125,Vishwapriya Layout,890.0,2.0,2
7126,Vittasandra,1404.0,2.0,2
7127,Vittasandra,1246.0,2.0,2
7128,Vittasandra,1404.0,2.0,2
7129,Vittasandra,1246.0,2.0,2
7130,Vittasandra,1246.0,2.0,2
7131,Vittasandra,1246.0,2.0,2
7132,Vittasandra,1246.0,2.0,2
7134,Vittasandra,1238.0,2.0,2
7135,Vittasandra,1404.0,2.0,2
7136,Vittasandra,1246.0,2.0,2
7137,Vittasandra,1238.0,2.0,2
7138,Vittasandra,1246.0,2.0,2
7139,Vittasandra,1259.0,2.0,2
7140,Vittasandra,1404.0,2.0,2
7141,Vittasandra,1246.0,2.0,2
7142,Vittasandra,1246.0,2.0,2
7143,Vittasandra,1246.0,2.0,2
7144,Vittasandra,1246.0,2.0,2
7146,Vittasandra,1238.0,2.0,2
7147,Vittasandra,1246.0,2.0,2
7149,Vittasandra,1246.0,2.0,2
7150,Vittasandra,1404.0,2.0,2
7151,Vittasandra,1259.0,2.0,2
7152,Vittasandra,1404.0,2.0,2
7154,Vittasandra,1246.0,2.0,2
7157,Vittasandra,1404.0,2.0,2
7158,Vittasandra,1246.0,2.0,2
7159,Vittasandra,1246.0,2.0,2
7160,Vittasandra,1404.0,2.0,2
7161,Vittasandra,1246.0,2.0,2
7162,Vittasandra,1246.0,2.0,2
7166,Whitefield,1610.0,3.0,3
7167,Whitefield,1459.0,2.0,2
7172,Whitefield,1280.0,2.0,2
7174,Whitefield,1910.0,3.0,3
7175,Whitefield,3252.0,4.0,4
7176,Whitefield,11890.0,4.0,4
7179,Whitefield,1150.0,2.0,2
7180,Whitefield,1768.0,3.0,3
7182,Whitefield,4144.0,4.0,4
7183,Whitefield,4104.0,4.0,4
7184,Whitefield,1790.0,3.0,3
7185,Whitefield,1720.0,3.0,3
7187,Whitefield,1640.0,4.0,3
7190,Whitefield,2280.0,4.0,3
7194,Whitefield,1897.0,3.0,3
7195,Whitefield,2225.0,2.0,3
7198,Whitefield,2268.0,3.0,4
7201,Whitefield,2400.0,4.0,4
7203,Whitefield,1360.0,2.0,2
7205,Whitefield,1697.0,3.0,3
7206,Whitefield,5000.0,4.0,4
7207,Whitefield,3000.0,5.0,4
7208,Whitefield,1700.0,3.0,3
7211,Whitefield,2842.0,3.0,3
7215,Whitefield,1500.0,3.0,3
7216,Whitefield,1280.0,2.0,2
7218,Whitefield,1405.0,2.0,3
7219,Whitefield,2225.0,3.0,3
7220,Whitefield,1272.0,2.0,2
7223,Whitefield,1192.0,2.0,2
7227,Whitefield,1626.0,3.0,3
7228,Whitefield,1585.0,3.0,3
7230,Whitefield,1280.0,2.0,2
7231,Whitefield,1200.0,3.0,3
7232,Whitefield,4000.0,4.0,4
7233,Whitefield,1697.0,3.0,3
7235,Whitefield,3606.0,4.0,4
7236,Whitefield,1485.0,2.0,2
7237,Whitefield,950.0,1.0,1
7238,Whitefield,3584.0,4.0,4
7239,Whitefield,825.0,1.0,1
7242,Whitefield,1635.0,2.0,3
7243,Whitefield,1216.0,2.0,2
7249,Whitefield,920.0,2.0,2
7251,Whitefield,1170.0,2.0,2
7252,Whitefield,1118.0,2.0,2
7253,Whitefield,1800.0,3.0,3
7254,Whitefield,1562.0,3.0,3
7257,Whitefield,2321.0,4.0,3
7258,Whitefield,1320.0,2.0,2
7261,Whitefield,3010.0,3.0,3
7262,Whitefield,1346.0,2.0,2
7267,Whitefield,2500.0,4.0,4
7268,Whitefield,905.0,1.0,1
7270,Whitefield,2268.0,3.0,4
7273,Whitefield,630.5,1.0,1
7274,Whitefield,3537.0,5.0,4
7276,Whitefield,1697.0,3.0,3
7280,Whitefield,3250.0,5.0,5
7284,Whitefield,1269.0,2.0,2
7285,Whitefield,3227.0,5.0,5
7286,Whitefield,1545.0,3.0,3
7289,Whitefield,3262.0,4.0,4
7291,Whitefield,1132.0,2.0,2
7294,Whitefield,2830.0,5.0,4
7296,Whitefield,1195.0,2.0,2
7297,Whitefield,3480.0,4.0,3
7300,Whitefield,709.0,1.0,1
7302,Whitefield,1320.0,2.0,2
7303,Whitefield,750.0,2.0,2
7304,Whitefield,1200.0,3.0,3
7310,Whitefield,3445.0,5.0,4
7311,Whitefield,1700.0,3.0,3
7312,Whitefield,4827.0,4.0,4
7313,Whitefield,1405.0,2.0,2
7315,Whitefield,3252.0,4.0,4
7317,Whitefield,1150.0,2.0,2
7318,Whitefield,2400.0,4.0,4
7320,Whitefield,624.0,1.0,1
7323,Whitefield,1700.0,3.0,3
7324,Whitefield,4960.0,4.0,4
7325,Whitefield,2928.0,4.0,4
7328,Whitefield,1216.0,2.0,2
7329,Whitefield,2882.0,5.0,4
7330,Whitefield,1840.0,3.0,3
7331,Whitefield,1778.0,3.0,3
7333,Whitefield,650.0,1.0,1
7334,Whitefield,2155.0,3.0,4
7335,Whitefield,905.0,1.0,1
7340,Whitefield,1216.0,2.0,2
7342,Whitefield,1255.0,2.0,2
7343,Whitefield,1216.0,2.0,2
7344,Whitefield,709.0,1.0,1
7348,Whitefield,1745.0,3.0,3
7349,Whitefield,3200.0,4.0,4
7351,Whitefield,825.0,1.0,1
7355,Whitefield,1870.0,3.0,3
7358,Whitefield,1862.0,3.0,3
7359,Whitefield,1655.0,3.0,3
7360,Whitefield,530.0,1.0,1
7362,Whitefield,905.0,1.0,1
7363,Whitefield,1600.0,3.0,3
7364,Whitefield,1230.0,4.0,4
7366,Whitefield,630.5,1.0,1
7367,Whitefield,905.0,1.0,1
7371,Whitefield,1216.0,2.0,2
7377,Whitefield,1216.0,2.0,2
7385,Whitefield,2856.0,5.0,4
